Composition,Conductivity (S/cm),Temperature (degC),PO2 (%),PH2O (%),Grainsize,Ref,Carrier Type
(BaO)1(Fe2O3)0.425(CuO)0.15,14.37606838,636.7521368,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,13.82905983,658.6894587,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,13.14529915,682.6210826,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,12.39316239,708.5470085,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,11.64102564,732.4786325,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,11.16239316,752.4216524,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,10.54700855,772.3646724,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,9.931623932,798.2905983,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(Fe2O3)0.425(CuO)0.15,9.111111111,826.2108262,20,0,1,https://doi.org/10.1016/j.ijhydene.2016.01.071,E
(BaO)1(SnO2)0.75(Y2O3)0.125,0.001309102,831.6139893,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.00079304,791.1843925,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000587566,748.7525345,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000506558,705.1321148,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000482317,663.0506,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000418231,618.9332574,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000624107,577.0574045,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000494514,531.4988127,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000356877,485.2605718,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,0.000188871,392.5182871,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,9.88746E-05,342.6472643,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(BaO)1(SnO2)0.75(Y2O3)0.125,4.10559E-05,290.1043498,0,2.40E+00,,https://doi.org/10.1016/j.ssi.2012.02.045,H
(SrO)1(MoO2)0.9(CoO2)0.1,386.5671642,21.51394422,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,308.9552239,129.0836653,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,279.1044776,200.7968127,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,246.2686567,326.2948207,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,225.3731343,394.4223108,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,216.4179104,448.2071713,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,211.9402985,494.8207171,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,204.4776119,548.6055777,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,194.0298507,649.0039841,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,182.0895522,749.4023904,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(SrO)1(MoO2)0.9(CoO2)0.1,171.641791,846.2151394,0,0,1,https://doi.org/10.1016/j.jpowsour.2014.02.031,E
(BaO)1(CeO2)0.9(YbO)0.1,0.023833955,746.5530726,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.017531757,697.7446809,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.012897504,648.7171717,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.00916995,600.2057416,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.006748387,549.0720721,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.004966883,500.3050847,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.003299591,451.2063492,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.002118942,400.4317343,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.001187002,349.8668942,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.000665254,299.1003135,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,6.76185E-05,201.025974,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,1.14611E-05,149.4537037,20,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.012817599,752.2808989,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.011177049,702.9358289,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.009418412,653.3959391,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.007936486,600.2057416,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.006034887,552.7918552,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.004588915,503.5957447,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.003042786,448.3438735,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.001949678,397.9558824,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.001017267,352,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.000417655,300.8993711,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,0.000144494,249.9226361,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,3.93365E-05,198.5762274,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(CeO2)0.9(YbO)0.1,7.86884E-06,149.4537037,0,1.9,1,https://doi.org/10.1016/j.jpowsour.2010.11.120,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000667485,598.7855189,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000539152,574.8183753,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000405398,550.7118732,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000319816,525.2631931,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000258405,500.087498,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000185304,475.2780213,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000149766,449.8186905,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,0.000104888,423.9962088,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,7.17333E-05,399.4817107,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,4.56824E-05,374.4332927,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(ZrO2)0.9(YbO)0.1,2.84051E-05,349.5579578,0,1.9,,https://doi.org/10.1016/j.jallcom.2018.08.329,H
(BaO)1(CeO2)0.9(YbO)0.1,0.119853766,900.9441661,100,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.067836069,801.0013098,100,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.036458412,702.0297265,100,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.018606424,600.734683,100,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.009016878,499.8557964,100,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.06441526,900.9441661,1,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.040433522,801.0013098,1,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.025380162,702.0297265,1,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.015127783,600.734683,1,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.00733109,499.8557964,1,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.052372237,900.9441661,0.01,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.032874105,797.4960836,0.01,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.020635108,699.1398933,0.01,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.014364925,600.734683,0.01,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(BaO)1(CeO2)0.9(YbO)0.1,0.006961401,499.8557964,0.01,2.3,,https://doi.org/10.1016/j.ssi.2010.07.034,O+H
(CaO)1(TiO2)0.8(Fe2O3)0.1,0.137241058,968.9829766,2.00E+01,0,,https://doi.org/10.1016/0167-2738(92)90095-7,O+E
(CaO)1(TiO2)0.8(Fe2O3)0.1,0.093228573,811.0550017,2.00E+01,0,,https://doi.org/10.1016/0167-2738(92)90095-7,O+E
(CaO)1(TiO2)0.8(Fe2O3)0.1,0.049496041,615.064939,2.00E+01,0,,https://doi.org/10.1016/0167-2738(92)90095-7,O+E
(CaO)1(TiO2)0.8(Fe2O3)0.1,0.019900056,483.1699363,2.00E+01,0,,https://doi.org/10.1016/0167-2738(92)90095-7,O+E
(CaO)1(TiO2)0.8(Fe2O3)0.1,0.010232285,418.3612724,2.00E+01,0,,https://doi.org/10.1016/0167-2738(92)90095-7,O+E
(CaO)1(TiO2)0.8(Fe2O3)0.1,0.005638933,360.9656953,2.00E+01,0,,https://doi.org/10.1016/0167-2738(92)90095-7,O+E
(CaO)1(TiO2)0.8(Fe2O3)0.1,0.003335049,323.2158598,2.00E+01,0,,https://doi.org/10.1016/0167-2738(92)90095-7,O+E
(SrO)1(MoO2)0.8(Fe2O3)0.1,264.4776119,22.78481013,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,245.0746269,102.5316456,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,231.641791,151.8987342,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,221.1940299,243.0379747,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,210.7462687,281.0126582,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,204.7761194,300,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,185.3731343,349.3670886,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,177.9104478,398.7341772,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,170.4477612,448.1012658,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,165.9701493,501.2658228,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,160,550.6329114,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,157.0149254,596.2025316,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,154.0298507,649.3670886,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,148.0597015,698.7341772,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,140.5970149,748.1012658,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,133.1343284,778.4810127,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(SrO)1(MoO2)0.8(Fe2O3)0.1,121.1940299,850.6329114,0,0,,https://doi.org/10.1016/j.jpowsour.2012.02.002,E
(BaO)1(CeO2)0.8(Y2O3)0.1,0.004527017,500.6355932,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.005718021,549.5762712,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.006567,599.7881356,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.007860351,650.6355932,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.008982906,700.2118644,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.009968709,749.7881356,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.01095444,800,0,3,,https://doi.org/10.1016/j.jallcom.2009.01.011,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.057452106,802.168626,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.050252473,752.7132028,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.041585485,700.6705787,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.033950961,650.5359376,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.026264812,600.6618504,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.026264812,550.9219,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.018586132,500.6799807,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.012526613,449.8257371,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Nd2O3)0.1,0.007997715,400.2549706,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.070972861,802.168626,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.064203824,752.7132028,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.055127703,700.6705787,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.047341194,650.5359376,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.037846231,600.6618504,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.029282366,550.9219,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.021554052,500.6799807,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.015043897,449.8257371,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Y2O3)0.1,0.009987938,400.2549706,20,3,1.5,https://doi.org/10.1016/j.ssi.2006.02.047,H
(BaO)1(CeO2)0.8(Gd2O3)0.1,0.003032081,498.6488813,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.8(Gd2O3)0.1,0.004310396,549.5948865,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.8(Gd2O3)0.1,0.005425944,598.7066356,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.8(Gd2O3)0.1,0.00702946,649.632649,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.8(Gd2O3)0.1,0.008009507,698.7527281,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.8(Gd2O3)0.1,0.009640068,749.0623247,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(CeO2)0.8(Gd2O3)0.1,0.011026728,799.3869153,0,1.9,4,https://doi.org/10.1016/j.jpowsour.2008.11.007,H
(BaO)1(ZrO2)0.8(Y2O3)0.1,0.00084581,598.4511041,0,3,,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.8(Y2O3)0.1,0.000580278,548.5613383,0,3,,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.8(Y2O3)0.1,0.000432876,500.2680196,0,3,,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.8(Y2O3)0.1,0.00029698,450.6411264,0,3,,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.8(Y2O3)0.1,0.000203747,399.7549467,0,3,,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.8(Y2O3)0.1,0.000139783,350.5891648,0,3,,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.8(Y2O3)0.1,0.0001,300.7279335,0,3,,https://doi.org/10.1002/aenm.201201062,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000522839,798.2328767,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000430452,748.9550444,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000398208,698.1872827,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000362284,650.4766179,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000316122,599.3784025,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000280406,550.8516646,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000254395,500.0328193,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000223959,450.8059978,0,4,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000181683,798.2328767,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000147322,748.9550444,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,0.000116135,698.1872827,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,9.44802E-05,650.4766179,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,6.91485E-05,599.3784025,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,5.57406E-05,550.8516646,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,4.82204E-05,500.0328193,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(Dy2O3)0.1,4.45747E-05,450.8059978,20,0,,https://doi.org/10.1016/j.electacta.2012.05.002,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.013335214,788.2145552,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.008912509,743.9491525,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.004731513,690.4294553,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.003349654,642.1012698,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.001883649,598.5061465,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.001,546.3948506,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000375837,494.8534738,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000177828,449.3326706,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,7.49894E-05,396.3789821,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,3.16228E-05,348.879903,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,1.1885E-05,298.5659071,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,3.54813E-06,249.4894144,20,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.011885022,788.2145552,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.007498942,743.9491525,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.004216965,690.4294553,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.002985383,642.1012698,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.001678804,598.5061465,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000891251,546.3948506,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000501187,494.8534738,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000223872,449.3326706,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000133352,396.3789821,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,5.30884E-05,348.879903,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,1.88365E-05,298.5659071,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,6.68344E-06,249.4894144,20,1.9,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000830529,756.9318686,0,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000664631,705.6150713,0,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
(BaO)1(ZrO2)0.8(In2O3)0.1,0.000551995,659.2016283,0,0,2.5,https://doi.org/10.1016/j.jpowsour.2012.12.017,H
